dx,dy,dz,dqw,dqx,dqy,dqz
-0.00058041327,-0.104500204,-0.00023374551,-0.00073033106,-7.333233e-05,-0.00022486445,-0.0009420306
-0.0015154975,-0.1061475,-0.00025137892,-0.000799634,-6.2431725e-05,-0.00020117605,-0.00059157517
-0.0013757488,-0.10474996,-0.00023683386,-0.00082212116,-6.293837e-05,-0.0002117488,-0.0007986956
-0.0015653437,-0.10426437,-0.00023902647,-0.00077572605,-6.319082e-05,-0.00020799543,-0.00080501905
-0.001151952,-0.10473989,-0.00026154157,-0.0007963729,-6.893068e-05,-0.00017465137,-0.0005358524
-0.00087787304,-0.10427518,-0.00023585428,-0.00075575593,-6.929623e-05,-0.00022015763,-0.0007297755
-0.0012568533,-0.104355484,-0.00024110524,-0.00076965813,-6.7399575e-05,-0.0002135177,-0.0007006746
-0.0017023636,-0.10446041,-0.0002394929,-0.0007752703,-6.2237494e-05,-0.00020507119,-0.0008265319
-0.0019085007,-0.10774213,-0.00025277096,-0.00070555613,-6.55613e-05,-0.00019311435,-0.00064005866
-0.0017810445,-0.1047764,-0.00024217732,-0.00076878676,-6.300192e-05,-0.00020226098,-0.00082488626
-0.001603757,-0.10353822,-0.00023574126,-0.00075724407,-6.624195e-05,-0.00020937146,-0.0009038192
-0.00081712846,-0.10038388,-0.00027059467,-0.0007349504,-8.265607e-05,-0.00014612648,-0.0005767123
-0.0013458608,-0.10917843,-0.0002881168,-0.0006142756,-7.5059674e-05,-0.0001592099,-0.00016702036
-0.0008902997,-0.106351525,-0.00023947493,-0.00077386445,-6.660961e-05,-0.00022241422,-0.0007922752
-0.0020911414,-0.108021885,-0.0002608532,-0.0006554831,-6.985556e-05,-0.00019072405,-0.0006211838
-0.0015870146,-0.1049204,-0.00023050967,-0.00083147816,-5.8367892e-05,-0.00020955999,-0.0009913073
-0.001920281,-0.10535361,-0.000249844,-0.0007303766,-6.574435e-05,-0.0001990419,-0.0007947087
-0.000108933076,-0.105243295,-0.00023101704,-0.0007932141,-7.2952476e-05,-0.00023535856,-0.00073888304
-0.0011547944,-0.10606739,-0.000262556,-0.0007678928,-6.9606234e-05,-0.00017690305,-0.0004280092
-0.0011825496,-0.105457366,-0.00024671294,-0.00072388037,-6.703142e-05,-0.00021486102,-0.00069409504
-0.0015566563,-0.10444412,-0.0002452524,-0.0007303738,-6.640887e-05,-0.00020545251,-0.000742106
-0.0015097745,-0.10651949,-0.00025055703,-0.00074885006,-6.420132e-05,-0.00020831868,-0.00073949085
-0.00097446237,-0.10920743,-0.00028061646,-0.0007766498,-7.328398e-05,-0.00016774838,-0.00025444612
-0.0015553972,-0.10411905,-0.00024069104,-0.00076125714,-6.6229775e-05,-0.00020792514,-0.00081122085
-0.0019120192,-0.10570266,-0.0002523259,-0.0006518569,-6.6103144e-05,-0.000193089,-0.0006583319
-0.0015081875,-0.1039807,-0.00024160286,-0.00073772296,-7.0107584e-05,-0.00021096836,-0.00091531407
-0.0013381261,-0.10325946,-0.00023420877,-0.00074625376,-6.796219e-05,-0.00021396061,-0.0008192186
-0.0017906921,-0.10486211,-0.00025063544,-0.0006898743,-6.537311e-05,-0.00019767594,-0.0007648574
-0.0015370417,-0.1030955,-0.0002411311,-0.0006760572,-6.860162e-05,-0.00020601712,-0.00081878935
-0.0019128239,-0.108510874,-0.00026135205,-0.00062810467,-7.3114075e-05,-0.00018763506,-0.00035015983
-0.0016772822,-0.10424566,-0.00023591935,-0.00071756507,-6.097264e-05,-0.00020202853,-0.0007818757
-0.0015682494,-0.103378564,-0.00023840329,-0.00071223674,-6.5714434e-05,-0.00020405061,-0.00085841457
-0.0016054846,-0.103341535,-0.00023433371,-0.0006917387,-6.155707e-05,-0.00020199736,-0.0008347753
-0.0018711463,-0.105126515,-0.00024683258,-0.00065946195,-6.555312e-05,-0.00019510459,-0.00070962857
-0.0012337919,-0.10372911,-0.00023775181,-0.0007500815,-6.715762e-05,-0.00021181731,-0.0007547706
-0.0014570989,-0.1038615,-0.00024239995,-0.0007221261,-6.927909e-05,-0.00020921994,-0.0008709368
-0.0020127418,-0.10687043,-0.00025523902,-0.00061605487,-6.995058e-05,-0.00018843672,-0.0005766263
-0.001436213,-0.10421855,-0.0002393458,-0.0007406663,-6.517512e-05,-0.00020978272,-0.0007006085
-0.0015366971,-0.10390717,-0.00024209524,-0.0006791436,-6.2092025e-05,-0.00019952435,-0.0007469186
-0.0020123748,-0.10669437,-0.0002583552,-0.0005747224,-6.8767135e-05,-0.00018617905,-0.00053452386
-0.0016382309,-0.1049867,-0.0002458501,-0.00073114375,-6.432441e-05,-0.00020303416,-0.0007460726
-0.001055887,-0.1052468,-0.00024010705,-0.0007623432,-6.788981e-05,-0.00022277776,-0.0007479035
-0.00196685,-0.105416894,-0.00024643098,-0.00061536545,-6.835133e-05,-0.00019133881,-0.0007164222
-0.0009857817,-0.10757159,-0.000276349,-0.0007433123,-7.185868e-05,-0.00016430616,-0.00034558366
-0.0015813084,-0.103162415,-0.0002461428,-0.0006246262,-6.8339825e-05,-0.00019809401,-0.00079437566
-0.001398406,-0.10489592,-0.00024561994,-0.0006848208,-6.644772e-05,-0.00020838338,-0.00078494207
-0.0010632612,-0.10287005,-0.00023803322,-0.00070697255,-7.5030766e-05,-0.00021779882,-0.000851076
-0.0012895539,-0.10479835,-0.00024565146,-0.00065967627,-6.6729415e-05,-0.00021013459,-0.00077600486
-0.0012854822,-0.10230365,-0.00023886582,-0.00063482614,-7.262017e-05,-0.0002096143,-0.0008011663
-0.0013734223,-0.102619305,-0.00024490285,-0.00060089235,-7.2749295e-05,-0.0002034412,-0.0008649033
-0.0016560238,-0.10402651,-0.00024647432,-0.0006662323,-6.6841414e-05,-0.00019926114,-0.0008310211
-0.0009761276,-0.10133362,-0.00023090336,-0.00063391787,-7.140013e-05,-0.00021261869,-0.00082100567
-0.0009316001,-0.10218522,-0.00023880912,-0.00060295826,-7.4942785e-05,-0.00021730807,-0.0007542233
-0.0011280859,-0.105545744,-0.00024295138,-0.0007065071,-6.749649e-05,-0.00022018988,-0.0008179388
-0.0012400746,-0.10310511,-0.00024135501,-0.0006274801,-7.220413e-05,-0.00021135372,-0.00084528176
-0.001586887,-0.1053727,-0.00024837808,-0.0006772935,-6.4091575e-05,-0.0002025386,-0.0007521828
-0.001294476,-0.10314973,-0.00023564803,-0.000687417,-6.518507e-05,-0.0002077325,-0.00074720464
-0.0012093596,-0.1067881,-0.00025180812,-0.0005786752,-6.252511e-05,-0.00021406765,-0.00084154564
-0.0014167279,-0.10340777,-0.00023998268,-0.00067241397,-6.473492e-05,-0.00020140353,-0.00076914567
-0.0014608186,-0.10282253,-0.00024078772,-0.00060950883,-6.7814406e-05,-0.00020340296,-0.000736146
-0.001753753,-0.106363855,-0.00025555436,-0.00059921935,-6.38783e-05,-0.00019671784,-0.00055273157
-0.0013483418,-0.10633946,-0.000250535,-0.0006388881,-6.164662e-05,-0.00020681207,-0.000671186
-0.0011107726,-0.10253385,-0.00024162141,-0.0006706612,-7.34019e-05,-0.00021072385,-0.00081513124
-0.0015185103,-0.10666534,-0.00025249814,-0.00066834094,-6.262312e-05,-0.00020360369,-0.0007590847
-0.00094278716,-0.10103094,-0.00024015213,-0.0006070188,-7.818353e-05,-0.00021033247,-0.0008535442
-0.0010933774,-0.1048495,-0.00024760183,-0.000568646,-6.5595064e-05,-0.00020994239,-0.0007804122
-0.0008469075,-0.10276294,-0.00023746662,-0.000751075,-7.618985e-05,-0.0002190277,-0.00085529394
-0.0017788336,-0.10513426,-0.00025103224,-0.00059642526,-6.185438e-05,-0.00019328027,-0.0005773145
-0.0014494881,-0.10640207,-0.00025457304,-0.0005875748,-6.1157436e-05,-0.00020156913,-0.00068811956
-0.0010188026,-0.10168061,-0.00023241474,-0.0006837223,-7.265461e-05,-0.00021197945,-0.0008874136
-0.0024184035,-0.10779448,-0.0002597967,-0.00044450618,-7.473169e-05,-0.0001898087,-0.00038546615
-0.0016126707,-0.103521325,-0.0002498193,-0.0005908137,-7.07855e-05,-0.00019241784,-0.0008023449
-0.0025714468,-0.10992255,-0.0002691278,-0.00040071656,-7.8831756e-05,-0.00018798745,-0.0004188103
-0.0009721033,-0.101448454,-0.00023716172,-0.0006143303,-7.450446e-05,-0.00021265568,-0.0008174685
-0.0009672763,-0.10213244,-0.00024123158,-0.0006414121,-7.376299e-05,-0.00021290065,-0.00080536935
-0.0012993766,-0.10380085,-0.00024657653,-0.00060282915,-6.4173975e-05,-0.00020269131,-0.0006790379
-0.0011572894,-0.101158455,-0.00023912455,-0.0005853656,-7.466206e-05,-0.00020432296,-0.0008644083
-0.0012593037,-0.102170825,-0.00024278832,-0.0006044406,-7.219614e-05,-0.00020256579,-0.00082773215
-0.0012284117,-0.105549216,-0.00025065686,-0.0005963434,-6.3762345e-05,-0.00020708684,-0.0007897456
-0.0016891127,-0.104091614,-0.00025343293,-0.0005089006,-6.8123925e-05,-0.0001860835,-0.00065930525
-0.0012113759,-0.101980515,-0.0002375879,-0.0006226938,-6.951305e-05,-0.00020334909,-0.0008422894
-0.0016270466,-0.10367115,-0.00025101483,-0.00052761764,-6.595337e-05,-0.00018844499,-0.0006733184
-0.0017199544,-0.1046524,-0.00025072834,-0.00060847576,-6.8572495e-05,-0.00019254365,-0.00072910206
-0.001294544,-0.10341304,-0.00025091582,-0.00048711686,-6.850467e-05,-0.00019807178,-0.0007504299
-0.00011035986,-0.09974022,-0.0002258587,-0.0007001773,-7.958276e-05,-0.00023143254,-0.0009244238
-0.0005640099,-0.10072935,-0.00022625084,-0.00067005923,-7.21282e-05,-0.0002226233,-0.00085595134
-0.0014891718,-0.104618326,-0.0002580329,-0.0005206533,-6.319321e-05,-0.00018858605,-0.00066874875
-0.0013910029,-0.10213737,-0.00024563854,-0.0005604094,-7.092041e-05,-0.00019632383,-0.00080627634
-0.0011948273,-0.10166781,-0.00024055166,-0.00060032983,-7.217007e-05,-0.00020398771,-0.0008479514
-0.0015995977,-0.10885362,-0.00026701862,-0.000495757,-5.7417376e-05,-0.00019369253,-0.0005782597
-0.0013637468,-0.10661483,-0.0002531588,-0.0005628724,-5.8138845e-05,-0.00020111351,-0.0005996603
-0.0012115799,-0.10695617,-0.00025939493,-0.00053516065,-5.754162e-05,-0.00019854507,-0.00075741543
-0.0016775848,-0.1066282,-0.00026737287,-0.00045037223,-6.39233e-05,-0.00018410666,-0.0006114403
-0.0014335886,-0.10395579,-0.00025788115,-0.00052301795,-6.210679e-05,-0.00018465058,-0.0006672046
-0.0009817425,-0.10445863,-0.000252434,-0.00047308416,-6.568105e-05,-0.00020714723,-0.0008052761
-0.0017020311,-0.1033773,-0.0002487289,-0.00054209796,-7.235102e-05,-0.00018839502,-0.0007713336
-0.0011022948,-0.106470995,-0.00025756334,-0.0005146448,-5.7908255e-05,-0.00020052386,-0.00077146874
-0.0010410408,-0.10199093,-0.00024576185,-0.0005726237,-7.163053e-05,-0.00020548781,-0.0007694366
-0.0013066754,-0.10443507,-0.00025889568,-0.0005196843,-6.1381485e-05,-0.0001876456,-0.000675687
-0.0015578289,-0.10772951,-0.0002637623,-0.0005340206,-5.8931946e-05,-0.00019540121,-0.0006833876
-0.0013386067,-0.10390534,-0.00025509152,-0.00048212695,-6.611458e-05,-0.00019516061,-0.000770892
-0.0011841813,-0.104373425,-0.00025324535,-0.00052729447,-6.5718246e-05,-0.00020335444,-0.00073988514
-0.0012539662,-0.103453696,-0.0002539964,-0.00050999713,-6.2222374e-05,-0.00019054847,-0.00068534643
-0.0016071303,-0.10403487,-0.00025818215,-0.00050098554,-6.4514425e-05,-0.0001864955,-0.0006482062
-0.001001643,-0.102524355,-0.00024936837,-0.0006289566,-7.247127e-05,-0.00020755145,-0.0007694105
-0.0004016189,-0.100630715,-0.00024118075,-0.00059630605,-7.3516196e-05,-0.00021286252,-0.0008079767
-0.0013053911,-0.102347836,-0.0002556568,-0.0004355578,-6.8117035e-05,-0.00018513175,-0.0007188758
-0.0017852113,-0.10598786,-0.00025113206,-0.0005659041,-5.6521196e-05,-0.00019724383,-0.00065733795
-0.0014480958,-0.10556354,-0.00026908636,-0.00040801975,-6.146863e-05,-0.00018173725,-0.00062027154
-0.0013203323,-0.10602764,-0.00026145013,-0.00043459365,-6.041771e-05,-0.00019591734,-0.0007093246
-0.00081956014,-0.10210359,-0.00025390938,-0.00044058973,-7.2183066e-05,-0.00020473976,-0.00075589435
-0.0009914394,-0.10132648,-0.00024725415,-0.00048423326,-7.002503e-05,-0.00019556015,-0.00076509546
-0.0014788536,-0.10631837,-0.00027032034,-0.00044076832,-5.9360915e-05,-0.00018218176,-0.0006275129
-0.0015978096,-0.10485475,-0.00026703224,-0.00053570955,-7.0125854e-05,-0.00018650926,-0.0007169193
-0.0014792429,-0.10696425,-0.00026854157,-0.0004730043,-5.9041842e-05,-0.00018858125,-0.00066618365
-0.0012149643,-0.10472509,-0.0002633838,-0.00046333368,-6.1260325e-05,-0.00018820279,-0.0007231039
-0.0013776161,-0.10616671,-0.00026226306,-0.0005357197,-6.129198e-05,-0.00019447207,-0.00068463373
-0.0011364864,-0.10295276,-0.00025730755,-0.00047502283,-6.8710564e-05,-0.00019679584,-0.0007379332
-0.0009845234,-0.10291326,-0.00025481125,-0.00061124144,-7.092179e-05,-0.00019942595,-0.0007913243
-0.0013212766,-0.10860939,-0.00027113152,-0.0005179676,-5.4190008e-05,-0.00019040938,-0.0006814508
-0.0013584178,-0.107029915,-0.00027287143,-0.00044971495,-5.7582278e-05,-0.00018452916,-0.00063221075
-0.0008473173,-0.10360108,-0.00025824847,-0.00042491395,-6.3893895e-05,-0.00019773505,-0.00073309615
-0.0012094239,-0.10371689,-0.00025273665,-0.00052353763,-6.3699415e-05,-0.00019828479,-0.00076901447
-0.0011520721,-0.105864555,-0.0002621981,-0.00044178637,-5.6417623e-05,-0.00019473555,-0.0007163222
-0.0011300379,-0.10377188,-0.00025491763,-0.00056775834,-6.253756e-05,-0.00019487152,-0.000785823
-0.0010816837,-0.10706538,-0.0002711367,-0.00039714656,-5.5994795e-05,-0.00018882741,-0.0006722823
-0.0011587115,-0.1042974,-0.00025807763,-0.00045601185,-6.328665e-05,-0.00019604251,-0.00075039023
-0.0012916522,-0.10377982,-0.00024873525,-0.000514023,-5.6593824e-05,-0.0001966853,-0.0007408034
-0.00071949046,-0.10152374,-0.00025025866,-0.00044435926,-6.287179e-05,-0.0001920527,-0.00071911176
-0.0011239368,-0.1035094,-0.00025015994,-0.00049561437,-6.125943e-05,-0.00019979129,-0.0007459499
-0.0010913927,-0.10469156,-0.00025952052,-0.0004354209,-6.151039e-05,-0.00019601318,-0.00070793217
-0.0013891933,-0.104311556,-0.00026839197,-0.0004223073,-6.503057e-05,-0.00017780233,-0.0006288757
-0.001162706,-0.103890896,-0.0002511376,-0.0005134295,-5.228015e-05,-0.00019098945,-0.0007603407
-0.00095422566,-0.10231756,-0.0002532816,-0.0004609375,-6.2630126e-05,-0.00019012722,-0.00072154356
-0.0012770882,-0.1046056,-0.00025746622,-0.0005053112,-5.750126e-05,-0.00018901344,-0.00074877334
-0.0012151226,-0.10412395,-0.00026217406,-0.00047063187,-5.56566e-05,-0.00017933543,-0.0007213205
-0.001225533,-0.10707113,-0.00026467425,-0.00046102272,-5.7788136e-05,-0.0001936103,-0.00065106316
-0.0013626162,-0.10559286,-0.00027798428,-0.00038341456,-6.4359105e-05,-0.00017078205,-0.0005353639
-0.0008784896,-0.105385505,-0.00027943865,-0.00031903083,-6.239721e-05,-0.00017431479,-0.00058382563
-0.0014264099,-0.10773851,-0.00028488826,-0.0003373064,-6.128909e-05,-0.00017079797,-0.0004471438
-0.0011664797,-0.104117796,-0.00025116248,-0.0005058354,-5.7784433e-05,-0.00019579277,-0.0007050034
-0.001034419,-0.103280865,-0.0002536588,-0.00046425394,-6.183908e-05,-0.00019289511,-0.0007138207
-0.0009794431,-0.103681296,-0.0002696026,-0.0004947904,-7.1249924e-05,-0.00018223758,-0.0006137177
-0.0013956781,-0.106104806,-0.00026593887,-0.00046670449,-5.9115773e-05,-0.00018663322,-0.000618811
-0.0015122555,-0.11038759,-0.00028497368,-0.0004698456,-5.671879e-05,-0.0001818638,-0.0004810315
-0.0014798585,-0.11034856,-0.00029137003,-0.000384475,-5.9445927e-05,-0.00017222318,-0.0003921165
-0.0016897572,-0.10763013,-0.0002808342,-0.00041167915,-6.7252826e-05,-0.00017311935,-0.00048061786
-0.0014274362,-0.110625684,-0.00029669493,-0.00036281266,-6.279905e-05,-0.00017083505,-0.0003496334
-0.0025833072,-0.10866274,-0.0002850708,-0.00024305808,-4.737251e-05,-0.00017263305,-0.00032036635
-0.0015303148,-0.10503994,-0.0002566049,-0.0005643746,-5.9786194e-05,-0.00019013566,-0.0007280136
-0.0014099348,-0.10486871,-0.00026016874,-0.0004806444,-6.290647e-05,-0.00018884546,-0.0006597227
-0.00131007,-0.104972236,-0.00027230402,-0.00040570484,-6.141457e-05,-0.00017260596,-0.0005733853
-0.0015658829,-0.106888585,-0.0002755905,-0.00044852414,-5.4999713e-05,-0.00017423039,-0.0004944564
-0.0012024455,-0.10504907,-0.00027214887,-0.00040255114,-6.7902e-05,-0.00018054609,-0.0005608124
-0.0011950135,-0.10405598,-0.0002592426,-0.00045797217,-6.635659e-05,-0.00018932817,-0.0006320694
-0.001312919,-0.10523816,-0.00027105375,-0.0005238791,-7.370922e-05,-0.00019009873,-0.0005217432
-0.0013330486,-0.10489717,-0.0002660833,-0.0004428575,-5.811402e-05,-0.0001767009,-0.0005960504
-0.0012940327,-0.10608001,-0.0002757121,-0.00039853097,-6.094383e-05,-0.00017472538,-0.00051026884
-0.0013428964,-0.10438707,-0.000254536,-0.00049648155,-5.9032245e-05,-0.0001893707,-0.00068446994
-0.0009431159,-0.103146434,-0.00025878072,-0.00042284268,-6.74838e-05,-0.00018625725,-0.0005490206
-0.0022594715,-0.10750335,-0.00028727198,-0.00023079559,-5.5498473e-05,-0.0001683272,-0.00025841565
-0.0011701202,-0.10463703,-0.00025681354,-0.00049539574,-6.0537954e-05,-0.00019046637,-0.00061330444
-0.0008002687,-0.10282394,-0.0002647206,-0.0004011999,-7.009861e-05,-0.00017898563,-0.0004997023
-0.0011639223,-0.1057889,-0.0002740102,-0.00041805382,-6.127273e-05,-0.00017299464,-0.00045968196
-0.0013032267,-0.106516615,-0.000285101,-0.00034857308,-6.4268905e-05,-0.00016717998,-0.0004015324
-0.0009968821,-0.103310876,-0.00026058088,-0.0004671372,-7.1580296e-05,-0.00018681081,-0.00053914206
-0.0012510698,-0.105086744,-0.00026941267,-0.0004255497,-6.7173416e-05,-0.00017920129,-0.0005229849
-0.0011248849,-0.103969805,-0.00025564275,-0.0005046091,-6.593106e-05,-0.00019020164,-0.000596066
-0.0011153612,-0.103946015,-0.0002629964,-0.00045127328,-6.850599e-05,-0.00018253906,-0.0005354866
-0.0013924539,-0.10578048,-0.00027494205,-0.0004087889,-6.630159e-05,-0.0001751099,-0.0004482224
-0.0013345992,-0.105496556,-0.00025563582,-0.0005507964,-5.7393918e-05,-0.00019112842,-0.00056612515
-0.0011346862,-0.10441704,-0.00026679048,-0.0004197273,-6.8270485e-05,-0.00017848994,-0.00048723316
-0.001192173,-0.10451086,-0.00026524102,-0.00045550033,-6.6741064e-05,-0.00017938086,-0.0005279898
-0.0012417203,-0.10511922,-0.00025929956,-0.00050407567,-6.0073755e-05,-0.00018600437,-0.00050094444
-0.0011451142,-0.10489025,-0.0002654989,-0.0004462368,-6.3211875e-05,-0.00017803306,-0.00047266926
-0.0012821117,-0.10756303,-0.00029105984,-0.00035550946,-7.861347e-05,-0.00017109593,-0.00030499743
-0.0013090633,-0.10539973,-0.0002657656,-0.00046742382,-6.146141e-05,-0.00018016073,-0.00048598135
-0.001235865,-0.1054111,-0.00027782773,-0.00039020472,-7.241024e-05,-0.00017037931,-0.00037100445
-0.0011284314,-0.103992745,-0.00025401014,-0.0005194533,-6.7520086e-05,-0.0001926482,-0.00054857426
-0.0053764223,-0.10765329,-0.00031401234,0.00063190213,-7.501929e-05,-0.00014485733,0.0003940752
-0.0015017912,-0.10623522,-0.00028178497,-0.00036565843,-7.123351e-05,-0.00016875002,-0.00032122328
-0.0072260136,-0.10777433,-0.0003114607,0.0008615595,-5.6697267e-05,-0.00014225816,0.0005616373
-0.0033093183,-0.1070739,-0.00031494454,0.0003262232,-6.721219e-05,-0.00014203212,0.0002586896
-0.0012108292,-0.10527357,-0.00027602632,-0.00039000437,-7.121734e-05,-0.00017057765,-0.0003522553
-0.0018280428,-0.1067646,-0.0002854259,-0.00026942405,-7.1827475e-05,-0.00016772204,-0.00021966471
-0.002697823,-0.10587778,-0.00030201665,6.596511e-05,-6.5950335e-05,-0.00014792144,5.7163415e-05
-0.002452815,-0.10657598,-0.0002846045,-0.00018866954,-6.209457e-05,-0.00016513398,-0.00016727479
-0.0011433791,-0.104807876,-0.0002639345,-0.00046343717,-6.8012174e-05,-0.00017946046,-0.00041823043
-0.0014695199,-0.10652787,-0.00025267454,-0.00064167194,-4.970209e-05,-0.00019230529,-0.0005221921
-0.012785263,-0.10768836,-0.00030736148,0.0017804455,-6.7360976e-05,-0.00012773644,0.001273935
-0.0012253588,-0.105185255,-0.00024823885,-0.0006106489,-5.8465528e-05,-0.00019787408,-0.00052194286
-0.0025315066,-0.10664043,-0.00028735586,-0.00018316717,-4.9369053e-05,-0.00015797862,-0.000107669504
-0.0013203043,-0.10555604,-0.0002542501,-0.0005717346,-6.0046877e-05,-0.00019207071,-0.00050067075
-0.0015745051,-0.10714586,-0.00026211224,-0.00061772426,-5.7168203e-05,-0.00018480256,-0.00051383104
-0.0010992326,-0.105393246,-0.00025154368,-0.00061439,-5.4506498e-05,-0.00019120715,-0.00046646863
-0.018130701,-0.10958052,-0.000321444,0.0026676308,-9.125524e-05,-0.00010537369,0.0024505123
-0.0016754745,-0.10667439,-0.0002687347,-0.000468291,-5.431476e-05,-0.00017548584,-0.0003146415
-0.0011790404,-0.105654016,-0.00026158546,-0.00054810627,-5.9353857e-05,-0.00018157977,-0.0003902372
-0.0014822921,-0.10679271,-0.00026309944,-0.0005979957,-5.9783575e-05,-0.00018367659,-0.00047384552
-0.001076296,-0.10561669,-0.00026186157,-0.0005784427,-5.7855257e-05,-0.00018027947,-0.00039218564
-0.0010659322,-0.105272844,-0.00026147353,-0.0005479716,-6.065057e-05,-0.0001815488,-0.00035732787
-0.0024893577,-0.10677849,-0.0002918066,-8.0907485e-05,-6.1106744e-05,-0.00015742818,-4.62716e-06
-0.0012068348,-0.106034905,-0.0002714467,-0.00050670607,-6.327092e-05,-0.00017129893,-0.00033501105
-0.016423622,-0.107244074,-0.00031585956,0.0023571532,-9.294163e-05,-0.00011813661,0.0023294836
-0.0009584259,-0.10516025,-0.000258249,-0.0005934668,-5.8386788e-05,-0.0001845942,-0.000374379
-0.0010732841,-0.10541779,-0.0002636466,-0.0005568204,-6.193688e-05,-0.00017939294,-0.00036179007
-0.0012010569,-0.10595691,-0.0002678171,-0.00053091487,-6.3191874e-05,-0.00017620034,-0.00033527229
-0.0011798535,-0.10653475,-0.00027611002,-0.0006358038,-7.121792e-05,-0.0001819991,-0.00046378572
-0.0068348316,-0.10636455,-0.000285621,0.0005453534,-7.306624e-05,-0.00016068014,0.0002779262
-0.020946432,-0.10842925,-0.00032466376,0.0029616344,-0.0001049976,-0.00010050071,0.0030372743
-0.008607211,-0.10765792,-0.00029500437,0.0009273116,-5.928154e-05,-0.00015135322,0.0006536157
